user_id,team_chat_session_id,chat_item_id,timestamp
1482,6787,7277,1464259211
333,6811,7278,1464259212
192,6796,7279,1464259213
516,6784,7281,1464259215
1302,7022,7282,1464259216
1302,7022,7283,1464259217
69,6853,7285,1464259219
1920,6956,7286,1464259220
1001,6949,7287,1464259221
876,6920,7288,1464259222
464,6888,7289,1464259223
702,6817,7291,1464259225
650,6811,7292,1464259226
428,6886,7294,1464259228
461,6787,7295,1464259229
642,6920,7297,1464259231
1302,7022,7300,1464259234
1095,6792,7313,1464260999
254,7024,7316,1464261002
1996,6858,7317,1464261003
412,6778,7320,1464261006
1920,6956,7332,1464262801
214,6800,7333,1464262802
834,6819,7335,1464262804
1959,6820,7336,1464262805
431,6810,7340,1464262809
2047,6889,7341,1464262810
513,6785,7343,1464262812
702,6817,7344,1464262813
789,6796,7346,1464262815
128,6810,7349,1464262818
1107,6796,7350,1464262819
1506,6780,7351,1464262820
288,6868,7352,1464262821
1638,7347,7353,1464262822
209,6784,7354,1464262823
1754,6810,7355,1464262824
1035,6790,7357,1464262826
1482,6787,7361,1464262830
464,6888,7362,1464262831
1204,6776,7363,1464262832
1068,6779,7364,1464262833
1019,6817,7365,1464262834
1506,6780,7366,1464262835
20,6799,7367,1464262836
1366,6810,7368,1464262837
1573,6777,7371,1464262840
280,6956,7373,1464262842
621,6914,7374,1464262843
2034,6781,7375,1464262844
1001,6949,7389,1464264600
303,6813,7390,1464264601
1107,6796,7391,1464264602
2095,6889,7392,1464264603
1817,7058,7393,1464264604
1059,6811,7394,1464264605
69,6853,7395,1464264606
1335,6866,7397,1464264608
1673,6818,7398,1464264609
1627,6784,7399,1464264610
1755,6799,7400,1464264611
1525,7028,7404,1464264615
708,6783,7407,1464264618
192,6796,7410,1464264621
1095,6792,7411,1464264622
968,6911,7412,1464264623
1220,6859,7413,1464264624
368,6792,7425,1464266399
288,6868,7426,1464266400
1926,7007,7427,1464266401
2034,6781,7428,1464266402
209,6784,7429,1464266403
1847,6779,7430,1464266404
577,7270,7431,1464266405
198,7038,7433,1464266407
602,6813,7434,1464266408
876,6920,7435,1464266409
502,6799,7436,1464266410
1955,6866,7438,1464266412
985,6925,7440,1464266414
128,6810,7441,1464266415
987,6925,7442,1464266416
1035,6790,7444,1464266418
368,6792,7445,1464266419
252,6810,7446,1464266420
631,6789,7447,1464266421
1241,6785,7448,1464266422
1935,6799,7449,1464266423
1638,7347,7450,1464266424
148,6974,7451,1464266425
280,6956,7452,1464266426
698,6781,7453,1464266427
767,6791,7457,1464266431
985,6925,7463,1464268199
696,6943,7466,1464268202
968,6911,7467,1464268203
513,6785,7469,1464268205
2089,6889,7470,1464268206
365,6819,7472,1464268208
412,6778,7474,1464268210
417,6789,7475,1464268211
2047,6889,7477,1464268213
1090,6783,7478,1464268214
1688,7024,7479,1464268215
1305,6925,7480,1464268216
1084,6778,7481,1464268217
1995,6925,7482,1464268218
263,6925,7483,1464268219
1287,6790,7484,1464268220
560,6925,7498,1464269999
388,6795,7499,1464270000
674,6778,7501,1464270002
2095,6889,7502,1464270003
1755,6799,7503,1464270004
37,7104,7506,1464270007
431,6810,7507,1464270008
423,6925,7508,1464270009
1848,6949,7509,1464270010
1479,6794,7510,1464270011
560,6925,7511,1464270012
333,6811,7512,1464270013
1755,6799,7514,1464270015
904,7505,7516,1464270017
834,6819,7527,1464271800
1525,7028,7540,1464273600
2047,6889,7542,1464273602
904,7505,7543,1464273603
1056,6780,7544,1464273604
936,6949,7547,1464273607
740,6778,7548,1464273608
1975,6949,7549,1464273609
303,6813,7551,1464273611
929,6797,7552,1464273612
743,6922,7553,1464273613
554,6820,7554,1464273614
1127,7008,7555,1464273615
438,6790,7556,1464273616
1126,6888,7557,1464273617
518,6782,7558,1464273618
417,6789,7559,1464273619
1090,6783,7560,1464273620
863,6811,7561,1464273621
1241,6785,7562,1464273622
253,6863,7563,1464273623
621,6914,7564,1464273624
1638,7347,7565,1464273625
987,6925,7566,1464273626
254,7024,7568,1464273628
1335,6866,7571,1464273631
743,6922,7572,1464273632
461,6787,7573,1464273633
983,6799,7574,1464273634
735,6792,7575,1464273635
650,6811,7576,1464273636
1989,6782,7577,1464273637
240,6783,7578,1464273638
1487,6800,7579,1464273639
987,6925,7580,1464273640
1127,7008,7582,1464273642
1994,6858,7587,1464273647
1972,6789,7589,1464273649
1248,7058,7590,1464273650
1627,6784,7591,1464273651
1127,7008,7592,1464273652
1019,6817,7593,1464273653
1535,6795,7594,1464273654
698,6781,7595,1464273655
683,6889,7608,1464275399
1975,6949,7609,1464275400
431,6810,7610,1464275401
394,6875,7611,1464275402
1588,6776,7612,1464275403
419,6858,7613,1464275404
1253,7058,7615,1464275406
1107,6796,7616,1464275407
1688,7024,7618,1464275409
1189,7280,7619,1464275410
365,6819,7620,1464275411
288,6868,7621,1464275412
1573,6777,7622,1464275413
423,6925,7623,1464275414
198,7038,7624,1464275415
1754,6810,7625,1464275416
2089,6889,7627,1464275418
1588,6776,7628,1464275419
631,6789,7629,1464275420
708,6783,7630,1464275421
253,6863,7632,1464275423
1305,6925,7633,1464275424
630,6785,7634,1464275425
1220,6859,7636,1464275427
834,6819,7637,1464275428
2066,6799,7638,1464275429
265,6819,7640,1464275431
196,6789,7642,1464275433
2047,6889,7643,1464275434
708,6783,7644,1464275435
929,6797,7645,1464275436
2095,6889,7646,1464275437
2033,6791,7647,1464275438
1287,6790,7648,1464275439
1241,6785,7649,1464275440
1059,6811,7651,1464275442
2047,6889,7653,1464275444
1272,6777,7654,1464275445
507,6813,7656,1464275447
1673,6818,7658,1464275449
667,6783,7659,1464275450
869,6809,7660,1464275451
1503,6792,7662,1464275453
1127,7008,7664,1464275455
1482,6787,7672,1464277199
230,6853,7674,1464277201
438,6790,7675,1464277202
1311,6797,7676,1464277203
1253,7058,7677,1464277204
280,6956,7678,1464277205
1989,6782,7679,1464277206
515,6821,7681,1464277208
698,6781,7682,1464277209
2075,6854,7683,1464277210
1125,6792,7684,1464277211
426,6797,7685,1464277212
257,6792,7686,1464277213
1318,6910,7687,1464277214
1192,7212,7691,1464277218
37,7104,7693,1464277220
222,6778,7694,1464277221
1819,6838,7695,1464277222
1482,6787,7696,1464277223
554,6820,7697,1464277224
1107,6796,7698,1464277225
1225,6850,7699,1464277226
1926,7007,7700,1464277227
869,6809,7707,1464278999
631,6789,7708,1464279000
702,6817,7709,1464279001
333,6811,7710,1464279002
1241,6785,7711,1464279003
192,6796,7712,1464279004
283,6853,7714,1464279006
2067,6784,7715,1464279007
515,6821,7716,1464279008
996,6984,7717,1464279009
904,7505,7718,1464279010
1479,6794,7720,1464279012
740,6778,7722,1464279014
1192,7212,7723,1464279015
350,6777,7724,1464279016
929,6797,7725,1464279017
702,6817,7727,1464279019
14,6782,7728,1464279020
128,6810,7730,1464279022
985,6925,7732,1464279024
303,6813,7736,1464279028
1498,6795,7738,1464279030
280,6956,7739,1464279031
1506,6780,7740,1464279032
2033,6791,7741,1464279033
1241,6785,7742,1464279034
708,6783,7744,1464279036
2064,7280,7745,1464279037
14,6782,7746,1464279038
417,6789,7747,1464279039
502,6799,7748,1464279040
440,6863,7749,1464279041
1671,6858,7750,1464279042
735,6792,7751,1464279043
30,7008,7752,1464279044
698,6781,7755,1464279047
69,6853,7757,1464279049
461,6787,7759,1464279051
1709,6866,7761,1464279053
263,6925,7762,1464279054
701,6792,7769,1464280799
1792,6792,7770,1464280800
294,6783,7781,1464282599
668,6781,7782,1464282600
333,6811,7783,1464282601
1204,6776,7784,1464282602
1935,6799,7785,1464282603
1638,7347,7789,1464282607
968,6911,7790,1464282608
199,6818,7795,1464284401
2075,6854,7797,1464284403
1127,7008,7798,1464284404
288,6868,7799,1464284405
674,6778,7800,1464284406
2034,6781,7801,1464284407
1482,6787,7802,1464284408
1192,7212,7803,1464284409
1029,7024,7804,1464284410
1978,7212,7805,1464284411
1068,6779,7806,1464284412
333,6811,7808,1464284414
502,6799,7809,1464284415
1768,6891,7812,1464284418
438,6790,7813,1464284419
560,6925,7814,1464284420
904,7505,7815,1464284421
1978,7212,7816,1464284422
216,6790,7817,1464284423
621,6914,7818,1464284424
985,6925,7819,1464284425
1220,6859,7820,1464284426
968,6911,7821,1464284427
368,6792,7822,1464284428
1673,6818,7823,1464284429
240,6783,7824,1464284430
521,6809,7825,1464284431
515,6821,7827,1464284433
461,6787,7828,1464284434
968,6911,7829,1464284435
2067,6784,7830,1464284436
31,6783,7833,1464284439
886,6910,7834,1464284440
518,6782,7835,1464284441
904,7505,7844,1464286199
915,7104,7845,1464286200
30,7008,7846,1464286201
148,6974,7847,1464286202
1989,6782,7848,1464286203
1989,6782,7849,1464286204
1268,6791,7850,1464286205
502,6799,7851,1464286206
2004,6925,7854,1464286209
1769,7024,7855,1464286210
1318,6910,7856,1464286211
1429,6776,7857,1464286212
339,6778,7864,1464287999
1882,6925,7865,1464288000
1995,6925,7866,1464288001
1554,6780,7867,1464288002
516,6784,7868,1464288003
1118,6850,7869,1464288004
350,6777,7870,1464288005
983,6799,7872,1464288007
442,7035,7873,1464288008
1033,6818,7875,1464288010
1450,6794,7876,1464288011
288,6868,7877,1464288012
461,6787,7878,1464288013
1768,6891,7880,1464288015
240,6783,7881,1464288016
148,6974,7894,1464289799
442,7035,7895,1464289800
303,6813,7896,1464289801
1559,6912,7897,1464289802
1095,6792,7898,1464289803
1793,7058,7899,1464289804
708,6783,7900,1464289805
507,6813,7901,1464289806
426,6797,7902,1464289807
1038,6790,7903,1464289808
253,6863,7904,1464289809
876,6920,7905,1464289810
2034,6781,7906,1464289811
513,6785,7907,1464289812
497,7038,7908,1464289813
863,6811,7909,1464289814
1162,6974,7910,1464289815
834,6819,7911,1464289816
9,6776,7912,1464289817
1220,6859,7913,1464289818
518,6782,7914,1464289819
1926,7007,7915,1464289820
1989,6782,7916,1464289821
1001,6949,7917,1464289822
1118,6850,7918,1464289823
554,6820,7919,1464289824
449,6778,7920,1464289825
516,6784,7921,1464289826
507,6813,7922,1464289827
1574,6850,7924,1464289829
1034,6794,7925,1464289830
1038,6790,7926,1464289831
483,6779,7927,1464289832
1554,6780,7928,1464289833
1548,6776,7929,1464289834
1259,6853,7930,1464289835
685,7280,7931,1464289836
380,6792,7933,1464289838
1253,7058,7934,1464289839
254,7024,7935,1464289840
577,7270,7936,1464289841
1441,6782,7937,1464289842
128,6810,7950,1464291599
2004,6925,7953,1464291602
1059,6811,7954,1464291603
417,6789,7955,1464291604
982,7443,7957,1464291606
230,6853,7958,1464291607
1305,6925,7959,1464291608
31,6783,7960,1464291609
661,7432,7961,1464291610
2067,6784,7963,1464291612
1125,6792,7964,1464291613
502,6799,7965,1464291614
1482,6787,7966,1464291615
1991,6850,7967,1464291616
1754,6810,7968,1464291617
277,6838,7969,1464291618
1596,6791,7970,1464291619
611,6809,7972,1464291621
1599,6782,7974,1464291623
192,6796,7975,1464291624
1035,6790,7976,1464291625
733,6850,7977,1464291626
951,6903,7979,1464291628
701,6792,7980,1464291629
253,6863,7982,1464291631
1225,6850,7984,1464291633
1896,6974,7985,1464291634
483,6779,7986,1464291635
222,6778,7988,1464291637
1999,6866,7989,1464291638
303,6813,7990,1464291639
1816,6946,7991,1464291640
1816,6946,7992,1464291641
1084,6778,7993,1464291642
1754,6810,7994,1464291643
2067,6784,7995,1464291644
350,6777,7996,1464291645
449,6778,7997,1464291646
667,6783,7998,1464291647
1428,6984,7999,1464291648
1816,6946,8000,1464291649
1356,6783,8001,1464291650
438,6790,8013,1464293399
1935,6799,8014,1464293400
1955,6866,8015,1464293401
365,6819,8016,1464293402
333,6811,8017,1464293403
388,6795,8018,1464293404
1989,6782,8020,1464293406
277,6838,8021,1464293407
339,6778,8022,1464293408
1335,6866,8024,1464293410
1356,6783,8026,1464293412
2066,6799,8027,1464293413
280,6956,8028,1464293414
577,7270,8029,1464293415
861,6925,8030,1464293416
252,6810,8031,1464293417
1995,6925,8032,1464293418
1509,6889,8033,1464293419
951,6903,8034,1464293420
1920,6956,8035,1464293421
1554,6780,8036,1464293422
252,6810,8037,1464293423
1559,6912,8038,1464293424
240,6783,8039,1464293425
1248,7058,8040,1464293426
419,6858,8041,1464293427
1087,6797,8042,1464293428
1494,6859,8043,1464293429
1192,7212,8044,1464293430
253,6863,8045,1464293431
333,6811,8046,1464293432
252,6810,8054,1464295200
1259,6853,8056,1464295202
719,6792,8057,1464295203
621,6914,8059,1464295205
2067,6784,8060,1464295206
1741,6799,8061,1464295207
449,6778,8062,1464295208
1617,7024,8063,1464295209
368,6792,8065,1464295211
1848,6949,8066,1464295212
365,6819,8068,1464295214
497,7038,8069,1464295215
1658,6782,8070,1464295216
1084,6778,8071,1464295217
767,6791,8072,1464295218
333,6811,8073,1464295219
668,6781,8074,1464295220
1926,7007,8075,1464295221
724,6956,8076,1464295222
1087,6797,8078,1464295224
1248,7058,8079,1464295225
1792,6792,8080,1464295226
388,6795,8082,1464295228
515,6821,8083,1464295229
209,6784,8084,1464295230
9,6776,8085,1464295231
1038,6790,8086,1464295232
1994,6858,8087,1464295233
1996,6858,8088,1464295234
1095,6792,8089,1464295235
240,6783,8090,1464295236
1256,6785,8091,1464295237
438,6790,8093,1464295239
630,6785,8095,1464295241
1070,6911,8096,1464295242
442,7035,8097,1464295243
1599,6782,8098,1464295244
476,6863,8099,1464295245
1302,7022,8100,1464295246
1189,7280,8102,1464295248
97,6911,8103,1464295249
1994,6858,8104,1464295250
1789,6819,8105,1464295251
1535,6795,8106,1464295252
2067,6784,8108,1464295254
380,6792,8109,1464295255
380,6792,8110,1464295256
1596,6791,8119,1464296999
1868,6888,8120,1464297000
311,6866,8121,1464297001
303,6813,8122,1464297002
1688,7024,8123,1464297003
661,7432,8125,1464297005
125,6973,8126,1464297006
1311,6797,8128,1464297008
985,6925,8130,1464297010
554,6820,8131,1464297011
1991,6850,8132,1464297012
9,6776,8133,1464297013
789,6796,8134,1464297014
1318,6910,8135,1464297015
1627,6784,8136,1464297016
1506,6780,8137,1464297017
2075,6854,8138,1464297018
1768,6891,8139,1464297019
1978,7212,8140,1464297020
1136,6859,8141,1464297021
240,6783,8142,1464297022
668,6781,8144,1464297024
1107,6796,8145,1464297025
702,6817,8146,1464297026
630,6785,8148,1464297028
1535,6795,8150,1464297030
1398,6780,8151,1464297031
319,6857,8152,1464297032
230,6853,8153,1464297033
464,6888,8164,1464298799
1428,6984,8165,1464298800
611,6809,8166,1464298801
199,6818,8167,1464298802
265,6819,8168,1464298803
1573,6777,8172,1464298807
20,6799,8173,1464298808
1189,7280,8174,1464298809
1789,6819,8176,1464298811
557,6853,8179,1464298814
222,6778,8180,1464298815
1649,6857,8181,1464298816
1574,6850,8182,1464298817
2100,6791,8185,1464298820
996,6984,8186,1464298821
1754,6810,8187,1464298822
1673,6818,8188,1464298823
1535,6795,8189,1464298824
280,6956,8190,1464298825
2064,7280,8191,1464298826
2100,6791,8192,1464298827
1935,6799,8193,1464298828
1153,7212,8194,1464298829
557,6853,8196,1464298831
1935,6799,8197,1464298832
987,6925,8198,1464298833
1259,6853,8199,1464298834
1506,6780,8200,1464298835
1574,6850,8202,1464298837
602,6813,8203,1464298838
1272,6777,8204,1464298839
1244,6821,8207,1464298842
305,6943,8208,1464298843
253,6863,8209,1464298844
311,6866,8220,1464300599
999,6780,8221,1464300600
280,6956,8222,1464300601
1084,6778,8223,1464300602
1554,6780,8224,1464300603
2100,6791,8225,1464300604
1253,7058,8226,1464300605
915,7104,8227,1464300606
2100,6791,8228,1464300607
668,6781,8229,1464300608
1285,7007,8230,1464300609
209,6784,8232,1464300611
1001,6949,8234,1464300613
1068,6779,8237,1464300616
333,6811,8238,1464300617
1991,6850,8239,1464300618
1972,6789,8240,1464300619
602,6813,8241,1464300620
288,6868,8242,1464300621
1225,6850,8243,1464300622
1189,7280,8244,1464300623
1627,6784,8245,1464300624
428,6886,8246,1464300625
1128,6792,8248,1464300627
1285,7007,8249,1464300628
1996,6858,8251,1464300630
560,6925,8252,1464300631
339,6778,8253,1464300632
1844,6956,8254,1464300633
1136,6859,8255,1464300634
37,7104,8256,1464300635
767,6791,8257,1464300636
967,6783,8258,1464300637
1153,7212,8259,1464300638
1128,6792,8261,1464300640
1506,6780,8262,1464300641
1087,6797,8263,1464300642
999,6780,8264,1464300643
1955,6866,8265,1464300644
1189,7280,8266,1464300645
198,7038,8277,1464302399
1789,6819,8279,1464302401
1817,7058,8280,1464302402
1398,6780,8281,1464302403
1574,6850,8282,1464302404
1302,7022,8283,1464302405
1127,7008,8284,1464302406
1095,6792,8285,1464302407
853,7212,8286,1464302408
886,6910,8287,1464302409
698,6781,8288,1464302410
442,7035,8289,1464302411
1285,7007,8290,1464302412
1554,6780,8291,1464302413
1768,6891,8292,1464302414
254,7024,8293,1464302415
996,6984,8295,1464302417
388,6795,8297,1464302419
1285,7007,8298,1464302420
350,6777,8299,1464302421
1920,6956,8300,1464302422
419,6858,8301,1464302423
701,6792,8302,1464302424
1972,6789,8303,1464302425
1498,6795,8304,1464302426
1509,6889,8308,1464304199
1673,6818,8309,1464304200
2004,6925,8310,1464304201
1034,6794,8311,1464304202
1996,6858,8312,1464304203
461,6787,8313,1464304204
1192,7212,8314,1464304205
1768,6891,8315,1464304206
2033,6791,8316,1464304207
2004,6925,8317,1464304208
740,6778,8318,1464304209
685,7280,8319,1464304210
853,7212,8320,1464304211
1029,7024,8322,1464304213
904,7505,8323,1464304214
1398,6780,8325,1464304216
1755,6799,8326,1464304217
521,6809,8327,1464304218
719,6792,8328,1464304219
507,6813,8329,1464304220
265,6819,8331,1464304222
1482,6787,8337,1464305999
987,6925,8338,1464306000
333,6811,8340,1464306002
198,7038,8341,1464306003
216,6790,8342,1464306004
1574,6850,8343,1464306005
518,6782,8344,1464306006
1494,6859,8346,1464306008
578,7058,8347,1464306009
983,6799,8348,1464306010
1231,6817,8349,1464306011
1378,6956,8350,1464306012
1153,7212,8351,1464306013
2064,7280,8352,1464306014
985,6925,8362,1464307799
2089,6889,8363,1464307800
1673,6818,8364,1464307801
1848,6949,8376,1464309599
428,6886,8377,1464309600
423,6925,8378,1464309601
500,6922,8379,1464309602
1153,7212,8380,1464309603
438,6790,8381,1464309604
394,6875,8382,1464309605
502,6799,8383,1464309606
1559,6912,8384,1464309607
20,6799,8385,1464309608
1256,6785,8386,1464309609
319,6857,8387,1464309610
631,6789,8388,1464309611
125,6973,8390,1464309613
1525,7028,8391,1464309614
1935,6799,8393,1464309616
1450,6794,8394,1464309617
2067,6784,8395,1464309618
1848,6949,8397,1464309620
1085,6910,8398,1464309621
611,6809,8399,1464309622
738,6789,8400,1464309623
1033,6818,8401,1464309624
844,7443,8402,1464309625
428,6886,8403,1464309626
1506,6780,8404,1464309627
1554,6780,8406,1464309629
14,6782,8407,1464309630
1305,6925,8408,1464309631
735,6792,8409,1464309632
853,7212,8412,1464309635
1126,6888,8413,1464309636
1087,6797,8414,1464309637
198,7038,8415,1464309638
1588,6776,8416,1464309639
1253,7058,8417,1464309640
987,6925,8418,1464309641
1768,6891,8419,1464309642
1084,6778,8420,1464309643
1253,7058,8421,1464309644
611,6809,8422,1464309645
1920,6956,8423,1464309646
280,6956,8424,1464309647
1671,6858,8425,1464309648
1033,6818,8426,1464309649
667,6783,8427,1464309650
502,6799,8428,1464309651
1503,6792,8429,1464309652
507,6813,8430,1464309653
1479,6794,8431,1464309654
365,6819,8440,1464311399
554,6820,8442,1464311401
999,6780,8443,1464311402
1192,7212,8444,1464311403
497,7038,8445,1464311404
174,6819,8446,1464311405
2033,6791,8447,1464311406
1244,6821,8448,1464311407
1588,6776,8449,1464311408
1847,6779,8450,1464311409
631,6789,8451,1464311410
1848,6949,8452,1464311411
280,6956,8453,1464311412
1450,6794,8454,1464311413
1873,6850,8455,1464311414
1994,6858,8456,1464311415
303,6813,8458,1464311417
1428,6984,8459,1464311418
263,6925,8468,1464313199
174,6819,8469,1464313200
1658,6782,8470,1464313201
288,6868,8471,1464313202
1162,6974,8472,1464313203
2089,6889,8473,1464313204
1253,7058,8475,1464313206
1920,6956,8476,1464313207
1848,6949,8477,1464313208
1487,6800,8478,1464313209
1896,6974,8479,1464313210
1550,6910,8480,1464313211
863,6811,8481,1464313212
861,6925,8482,1464313213
1996,6858,8483,1464313214
631,6789,8484,1464313215
1258,7058,8485,1464313216
696,6943,8486,1464313217
1258,7058,8488,1464313219
968,6911,8489,1464313220
951,6903,8491,1464313222
148,6974,8492,1464313223
230,6853,8494,1464313225
1972,6789,8496,1464313227
1658,6782,8497,1464313228
2089,6889,8498,1464313229
554,6820,8500,1464313231
192,6796,8502,1464313233
969,7726,8503,1464313234
557,6853,8506,1464313237
861,6925,8507,1464313238
350,6777,8508,1464313239
767,6791,8509,1464313240
216,6790,8510,1464313241
1509,6889,8511,1464313242
1554,6780,8512,1464313243
982,7443,8515,1464313246
1816,6946,8517,1464313248
869,6809,8518,1464313249
1599,6782,8531,1464314999
333,6811,8532,1464315000
853,7212,8533,1464315001
724,6956,8534,1464315002
1494,6859,8535,1464315003
1059,6811,8536,1464315004
1574,6850,8537,1464315005
1192,7212,8538,1464315006
368,6792,8540,1464315008
661,7432,8542,1464315010
2034,6781,8543,1464315011
560,6925,8544,1464315012
431,6810,8545,1464315013
1844,6956,8546,1464315014
642,6920,8547,1464315015
483,6779,8548,1464315016
339,6778,8549,1464315017
1920,6956,8550,1464315018
1305,6925,8551,1464315019
265,6819,8552,1464315020
1248,7058,8555,1464315023
1503,6792,8556,1464315024
483,6779,8571,1464316799
621,6914,8572,1464316800
497,7038,8573,1464316801
1617,7024,8574,1464316802
1305,6925,8575,1464316803
1244,6821,8577,1464316805
137,8205,8579,1464316807
426,6797,8580,1464316808
2095,6889,8581,1464316809
125,6973,8582,1464316810
968,6911,8583,1464316811
1253,7058,8584,1464316812
1482,6787,8585,1464316813
1110,6973,8586,1464316814
578,7058,8587,1464316815
419,6858,8588,1464316816
1087,6797,8589,1464316817
983,6799,8590,1464316818
1305,6925,8591,1464316819
174,6819,8592,1464316820
999,6780,8593,1464316821
1768,6891,8594,1464316822
1996,6858,8595,1464316823
440,6863,8596,1464316824
1287,6790,8597,1464316825
1819,6838,8598,1464316826
1999,6866,8599,1464316827
1996,6858,8600,1464316828
667,6783,8602,1464316830
1482,6787,8603,1464316831
1996,6858,8606,1464316834
602,6813,8607,1464316835
1398,6780,8608,1464316836
1848,6949,8609,1464316837
1305,6925,8610,1464316838
1882,6925,8611,1464316839
999,6780,8612,1464316840
1935,6799,8614,1464316842
843,6809,8615,1464316843
438,6790,8616,1464316844
2067,6784,8617,1464316845
1844,6956,8618,1464316846
1029,7024,8625,1464318599
194,6785,8626,1464318600
230,6853,8627,1464318601
554,6820,8628,1464318602
1996,6858,8629,1464318603
1378,6956,8630,1464318604
2033,6791,8631,1464318605
440,6863,8639,1464320399
456,6810,8640,1464320400
1965,8474,8641,1464320401
2075,6854,8642,1464320402
1192,7212,8643,1464320403
178,6949,8644,1464320404
483,6779,8645,1464320405
719,6792,8646,1464320406
987,6925,8647,1464320407
869,6809,8648,1464320408
2047,6889,8649,1464320409
1441,6782,8650,1464320410
1599,6782,8652,1464320412
1617,7024,8653,1464320413
1366,6810,8654,1464320414
2075,6854,8655,1464320415
674,6778,8656,1464320416
1256,6785,8657,1464320417
735,6792,8658,1464320418
2050,6794,8659,1464320419
1768,6891,8660,1464320420
1989,6782,8661,1464320421
1068,6779,8662,1464320422
759,6857,8663,1464320423
1001,6949,8664,1464320424
1994,6858,8665,1464320425
1035,6790,8666,1464320426
